Account length,Area code,International plan,Number vmail messages,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total charge,State,Voice mail plan
95,510,0,0,96,168.6,61,173.0,105,13.7,3,2,0,52.61,VT,No
16,415,0,0,83,280.8,122,171.7,80,10.5,8,5,0,56.41,WY,No
76,510,1,0,120,231.8,96,220.2,67,9.9,1,1,1,63.34,NV,No
93,415,0,0,95,221.0,100,227.1,71,10.2,3,0,0,45.63,WV,No
83,408,0,0,96,167.2,78,161.5,123,7.7,5,2,0,39.21,WA,No
123,415,0,0,119,249.4,51,168.2,77,9.0,10,1,0,51.36,KS,No
64,408,0,0,116,228.4,110,273.4,91,8.9,8,1,0,46.55,VT,No
82,510,0,0,73,208.3,120,267.1,102,10.6,6,0,1,76.64,OK,No
107,510,0,0,97,186.3,131,178.3,106,12.7,1,2,0,52.34,GA,No
110,510,0,0,93,272.7,106,192.8,105,7.1,4,1,0,47.52,CO,No
96,408,0,29,91,159.4,75,228.1,55,8.5,3,1,0,41.35,AK,Yes
47,415,0,30,93,241.4,140,226.0,118,12.9,4,2,0,57.42,TN,Yes
115,510,0,0,107,145.1,96,149.4,99,14.1,4,2,0,33.09,KY,No
69,415,0,0,88,141.8,86,194.0,83,10.8,5,3,0,39.38,PA,No
163,408,0,40,56,211.8,91,268.5,74,12.3,3,2,0,60.74,CT,Yes
90,415,0,0,80,155.3,105,175.0,111,14.2,5,3,0,23.46,CT,No
98,415,0,0,107,186.4,103,175.3,110,10.5,4,3,0,31.06,MN,No
90,408,0,39,89,219.1,91,197.4,65,11.4,5,1,0,37.82,WY,Yes
174,415,0,15,143,210.6,115,221.8,109,12.4,9,1,0,58.96,PA,Yes
95,415,0,0,120,233.7,120,179.3,61,7.3,4,2,1,67.56,OR,No
79,415,0,0,114,185.5,111,264.6,88,6.3,7,1,1,63.08,PA,No
123,415,0,27,127,249.0,105,173.2,124,12.5,5,1,0,58.330000000000005,OK,Yes
99,415,0,0,75,218.1,111,254.9,98,11.5,7,7,1,41.29,VT,No
114,415,0,0,100,195.7,102,291.8,120,13.3,5,2,0,54.58,ID,No
141,510,0,0,113,200.6,81,153.8,107,12.4,6,1,0,57.05,PA,No
132,408,0,0,107,209.4,121,206.1,79,11.5,2,1,0,49.79,NM,No
133,510,0,0,85,169.4,116,286.3,80,6.0,4,0,0,50.31,FL,No
133,408,0,0,133,160.2,140,161.8,84,8.4,3,4,0,53.48,TX,No
93,510,0,32,117,115.0,61,192.7,85,9.4,5,2,0,49.5,VT,Yes
34,415,0,0,89,272.5,71,178.2,76,11.0,10,2,1,76.06,MA,No
140,415,0,0,108,240.4,84,216.4,74,7.7,3,4,1,42.96,OR,No
96,415,0,26,96,206.6,84,178.0,105,11.1,2,2,0,50.45,DE,Yes
144,510,0,0,95,240.7,90,120.0,90,11.6,5,1,1,70.94,FL,No
24,408,0,29,105,190.8,114,129.0,105,7.2,2,3,0,58.33,ID,Yes
54,415,0,0,113,119.6,156,267.6,117,11.7,3,1,0,59.88,MD,No
50,408,0,0,129,160.5,94,206.9,88,5.6,9,5,1,37.44,WV,No
92,415,0,23,83,258.6,129,116.4,110,11.2,3,4,0,53.46,ID,Yes
96,408,0,0,68,250.5,53,181.2,67,10.5,3,3,0,57.74,NV,No
146,415,0,0,93,230.9,71,269.8,115,9.0,7,2,0,50.88,OH,No
138,415,1,17,116,173.4,88,145.8,99,11.7,4,0,0,56.18000000000001,ID,Yes
102,408,0,0,73,213.7,114,164.7,116,10.3,5,4,0,50.61,SC,No
76,510,0,0,84,177.5,80,228.9,87,7.5,3,5,1,39.17,MO,No
99,415,0,0,66,107.9,104,233.7,82,11.4,2,3,0,46.25,NE,No
83,510,0,36,87,261.6,105,228.6,109,13.3,4,0,0,42.13,NC,Yes
36,510,0,25,110,242.8,67,147.4,74,9.1,2,1,0,49.080000000000005,ME,Yes
70,510,0,0,102,208.7,133,231.4,93,14.3,3,1,0,43.67999999999999,MI,No
109,415,1,0,85,150.6,131,297.9,84,9.7,8,2,1,61.05,AZ,No
100,415,0,0,152,148.3,115,179.8,88,15.2,5,2,0,48.76,AZ,No
104,408,0,0,97,162.1,111,210.7,131,6.1,1,1,0,44.43,HI,No
106,415,0,0,124,200.7,116,230.1,76,8.2,3,1,0,51.81,NJ,No
84,510,0,0,96,179.9,113,193.8,134,12.3,1,1,0,31.41,MS,No
80,510,0,0,123,276.3,75,241.4,75,10.9,7,2,0,51.89999999999999,MA,No
100,510,0,0,87,111.3,56,170.2,77,7.1,4,1,0,31.08,SC,No
99,408,0,0,86,203.9,105,282.6,131,14.1,4,2,0,43.04,MN,No
50,510,0,0,108,216.5,103,196.1,126,11.0,5,1,0,43.76,WV,No
105,415,0,0,48,159.1,119,259.2,53,12.2,2,1,0,34.05,MS,No
113,415,0,23,104,235.8,67,201.8,76,9.5,5,4,0,47.94,VA,Yes
111,415,0,36,123,170.6,105,166.0,85,13.4,4,2,0,34.58,MS,Yes
161,408,0,0,121,256.4,46,247.2,131,12.6,3,2,0,43.47,NM,No
70,415,0,0,95,303.4,111,255.6,104,12.9,7,0,1,68.85000000000001,TX,No
97,415,0,43,105,260.2,115,222.4,100,8.3,5,3,0,44.95,HI,Yes
130,510,0,0,70,270.7,99,239.5,83,3.5,6,0,0,45.09,WA,No
92,415,0,0,101,298.6,100,216.9,99,13.8,3,1,0,55.92,WI,No
119,408,0,0,68,207.1,88,157.4,93,14.8,1,0,0,42.73,CO,No
115,415,0,0,125,205.7,74,191.4,141,6.9,6,1,1,68.03,NV,No
134,415,0,0,95,205.6,101,218.5,60,8.8,6,0,0,43.95,RI,No
127,408,0,25,91,245.8,64,300.0,99,4.8,3,0,0,51.6,VA,Yes
80,415,0,0,120,301.0,147,167.0,140,5.8,1,2,1,72.83999999999999,NJ,No
153,415,0,31,130,134.2,103,118.9,105,9.4,6,0,0,51.1,ND,Yes
85,415,0,0,114,194.6,83,276.6,78,3.7,5,3,0,60.94,MN,No
79,415,0,0,124,211.0,95,237.9,55,11.4,5,1,0,28.14,HI,No
35,415,0,0,87,258.1,78,131.3,123,5.8,2,1,0,67.85,ND,No
120,408,0,26,94,259.4,88,238.0,132,7.7,3,0,0,64.83,WI,Yes
68,510,0,0,94,168.4,129,188.7,117,10.2,1,0,0,55.6,MN,No
60,408,0,0,147,208.9,89,248.2,98,13.5,6,1,1,51.89,DC,No
120,510,0,0,110,197.0,103,154.9,132,10.0,5,1,0,46.31,KS,No
71,510,0,23,82,258.9,136,268.4,154,14.1,7,1,0,55.690000000000005,MT,Yes
124,415,0,0,107,167.8,112,188.8,102,8.8,3,3,0,43.400000000000006,WV,No
23,510,0,0,74,168.8,95,262.9,126,6.9,2,1,1,35.44,ME,No
225,415,0,0,142,246.5,63,218.0,103,8.8,2,1,0,54.39,WY,No
181,415,1,0,83,124.4,83,262.0,98,14.1,3,0,1,41.8,NY,No
63,415,0,0,92,208.3,102,228.9,120,7.5,2,2,0,43.97,VT,No
54,415,1,0,108,259.7,108,141.5,111,9.7,2,2,1,57.08,NC,No
80,408,1,15,110,170.6,120,141.2,82,11.9,5,1,0,44.79,MO,Yes
118,408,1,39,106,123.3,111,117.8,103,9.2,6,1,0,39.10999999999999,NC,Yes
42,408,1,0,127,174.6,94,165.3,114,12.0,6,2,0,48.8,NJ,No
134,408,0,0,105,224.9,90,253.9,108,12.1,7,0,0,56.85,OH,No
66,415,0,35,100,261.3,93,209.5,108,8.9,6,0,0,57.05,TX,Yes
66,415,0,0,102,232.7,109,259.9,95,9.2,6,2,0,57.13,WA,No
127,415,0,28,124,236.8,113,241.2,127,7.7,2,1,0,62.25999999999999,TN,Yes
146,510,0,0,77,155.9,128,186.0,83,7.4,3,0,0,47.43,HI,No
93,408,0,42,101,273.2,84,171.0,106,11.5,1,1,0,54.7,WY,Yes
77,415,0,0,87,254.1,83,239.4,91,7.5,4,0,1,65.31,CT,No
111,415,0,0,125,221.1,67,127.9,101,12.7,2,4,1,44.76,NM,No
125,415,0,0,64,139.8,121,171.6,96,11.6,7,2,0,46.0,NJ,No
115,510,0,14,86,88.7,90,229.4,120,10.5,3,2,0,43.06999999999999,AL,Yes
115,510,1,0,110,220.2,100,179.7,124,10.8,2,2,1,42.38,MN,No
114,408,0,0,101,250.0,81,133.3,79,9.6,2,2,0,56.650000000000006,NC,No
106,415,0,0,112,220.0,114,252.9,106,9.1,3,0,0,48.12,OH,No
118,415,0,39,125,219.9,113,229.0,99,12.7,8,2,0,37.68,ND,Yes
59,510,0,0,92,205.5,88,114.5,89,12.5,10,1,0,46.96,CO,No
87,415,1,40,79,157.1,74,222.4,124,11.5,3,1,0,54.13,ND,Yes
21,415,0,0,81,168.0,117,281.5,87,6.6,1,1,0,57.66,NY,No
142,408,0,24,103,285.9,65,256.7,106,9.5,4,0,0,67.64,WI,Yes
62,415,0,0,132,230.5,100,228.2,109,11.0,5,0,0,51.87,WY,No
149,415,0,0,83,245.4,97,219.6,80,10.0,3,3,1,64.78999999999999,OR,No
54,510,0,39,82,159.2,60,236.4,113,11.3,10,2,0,36.56999999999999,CO,Yes
112,510,0,0,127,259.3,71,170.5,120,11.3,7,1,0,54.76,LA,No
68,510,0,0,83,220.9,85,218.9,129,12.0,7,1,0,48.76,AL,No
201,415,0,21,97,239.1,81,116.1,125,15.1,3,1,0,57.04,TX,Yes
88,510,0,0,76,169.3,60,141.1,99,8.0,1,1,0,53.64,PA,No
85,415,0,29,97,140.0,102,165.4,148,10.9,3,1,0,39.42,IL,Yes
51,415,1,0,108,232.9,85,214.2,92,14.1,4,0,1,49.72,DE,No
45,510,0,29,104,222.5,101,235.6,92,7.9,6,2,0,44.13,MO,Yes
116,510,0,0,69,146.8,106,287.8,144,8.2,5,0,0,42.01,AR,No
146,408,0,31,91,241.4,108,169.6,77,7.8,2,1,0,57.06,OH,Yes
63,510,0,34,119,227.1,91,195.7,103,12.3,5,1,0,48.49,WI,Yes
133,510,0,0,90,73.2,135,114.3,99,4.7,7,0,0,46.15,GA,No
125,408,0,0,115,205.6,108,210.2,123,9.2,3,2,0,52.53,KY,No
72,510,0,0,111,211.6,102,179.5,91,10.8,3,1,0,44.52,OH,No
130,408,0,0,102,206.9,107,231.7,99,6.1,6,0,0,40.83,TN,No
97,415,0,0,87,259.2,105,279.8,123,7.3,4,1,0,52.66,SD,No
54,415,0,0,73,223.2,108,203.7,107,11.5,5,1,1,70.8,NY,No
160,415,0,29,121,262.8,108,123.8,131,15.2,4,1,0,54.42,GA,Yes
79,415,0,0,90,135.8,91,212.4,129,13.0,4,1,0,39.53,TX,No
92,415,0,47,95,207.9,130,203.6,95,10.2,11,0,0,44.49,WV,Yes
59,415,0,0,65,247.3,123,214.7,94,12.0,4,1,0,58.99,MI,No
132,510,0,0,80,167.6,90,87.5,90,6.2,10,1,0,43.66,ND,No
21,510,0,0,110,244.2,111,221.2,93,10.7,4,0,0,61.900000000000006,NE,No
93,415,0,0,103,199.7,130,263.9,96,8.5,6,2,0,49.21,SD,No
147,415,0,36,78,228.1,105,98.0,125,13.8,7,5,0,66.33,NJ,Yes
101,510,0,0,105,262.0,75,210.0,93,8.5,5,1,0,54.3,AK,No
125,415,1,0,118,160.7,111,263.8,112,9.6,2,0,1,48.09,CT,No
63,415,0,0,84,230.9,137,217.1,99,10.7,9,3,0,58.53,CO,No
107,415,0,0,102,126.9,117,185.6,92,11.7,6,0,0,55.06999999999999,MD,No
110,408,0,0,103,199.7,123,135.9,71,12.9,1,3,0,53.79,ND,No
83,415,0,0,100,210.4,84,217.4,106,12.4,2,3,0,60.55,NH,No
117,408,0,0,104,196.3,119,294.8,111,13.8,2,1,0,47.88999999999999,MN,No
124,415,0,0,103,241.0,116,227.5,153,11.9,5,0,0,56.68,KY,No
115,510,0,0,148,223.8,87,240.3,96,15.4,8,3,0,41.83,NH,No
156,408,1,0,119,238.3,106,94.4,96,8.3,3,1,0,69.59,CO,No
89,408,0,0,83,163.6,88,169.7,138,6.1,3,0,0,48.21999999999999,KY,No
72,415,0,0,147,216.9,121,112.8,125,13.1,4,0,0,55.71,KY,No
101,415,0,42,82,159.7,74,181.6,100,9.5,3,0,0,51.7,IN,Yes
53,415,0,0,98,216.4,125,141.1,116,18.4,3,2,0,54.78,OR,No
116,408,0,0,119,142.0,123,190.7,128,7.3,4,2,0,42.57,SD,No
78,408,0,0,140,191.4,113,286.5,125,11.8,3,3,0,43.12,DE,No
117,415,0,17,82,167.6,100,262.7,87,4.4,4,0,0,53.06,OR,Yes
56,510,0,0,84,165.3,115,243.9,95,8.9,2,1,0,37.12,NE,No
123,408,0,39,99,245.1,110,108.9,113,15.4,7,1,0,70.96,OH,Yes
127,408,0,0,94,240.9,112,127.1,88,8.8,4,2,0,46.59,OH,No
116,415,0,23,78,138.9,121,277.8,104,11.8,3,2,0,58.01,AR,Yes
138,510,0,26,83,240.7,93,185.7,125,15.0,3,1,0,55.77,KS,Yes
120,415,0,0,108,259.9,66,115.9,103,7.8,2,3,0,58.760000000000005,TX,No
102,408,0,0,106,152.5,127,199.4,128,7.7,2,3,0,49.14,WI,No
95,415,0,0,96,176.0,89,250.9,113,13.4,6,2,0,47.07,OR,No
102,408,0,0,67,204.3,103,141.9,72,9.9,2,2,0,46.650000000000006,VA,No
89,415,0,25,140,197.4,69,162.1,117,10.6,10,1,0,56.21,AR,Yes
50,408,0,0,82,167.1,118,72.2,89,10.5,6,1,0,68.33,CT,No
93,415,0,42,90,267.5,102,266.9,130,11.3,5,7,0,51.67999999999999,OH,Yes
68,510,0,0,116,212.1,101,138.4,134,15.1,11,1,0,55.33,WY,No
70,408,0,0,97,275.5,83,182.5,122,8.0,3,2,0,61.06,IL,No
138,415,0,29,87,223.2,123,256.2,130,14.2,6,0,0,55.12,MO,Yes
141,415,0,37,87,178.5,128,218.3,107,8.0,3,4,0,48.85,DC,Yes
112,415,0,17,95,252.8,125,156.7,95,9.7,3,0,0,55.24999999999999,MA,Yes
117,510,1,0,100,303.2,84,171.8,84,8.6,2,1,1,37.3,NH,No
1,408,0,26,115,185.0,113,177.7,144,8.1,9,1,0,53.28,IA,Yes
70,415,0,0,110,77.9,87,247.1,105,13.2,4,1,0,49.33,AL,No
87,510,0,22,102,75.9,106,224.6,115,7.1,3,2,0,49.31,OR,Yes
52,510,0,21,119,106.2,95,157.4,94,5.3,3,2,0,43.73,WV,Yes
97,408,0,0,82,201.1,106,231.3,73,8.9,4,0,1,66.43,WA,No
105,408,0,0,93,175.9,106,243.5,55,16.2,3,2,0,47.56,NV,No
77,510,0,28,117,244.5,102,207.5,74,11.5,3,4,1,46.99,SC,Yes
80,415,1,0,122,223.2,92,269.0,116,13.9,3,2,1,54.87,NC,No
120,510,0,43,117,175.1,70,161.3,117,11.5,4,1,0,48.23,NH,Yes
54,408,0,39,73,210.3,117,129.2,117,12.5,8,2,0,45.720000000000006,WY,Yes
148,510,1,0,138,159.6,123,197.4,62,8.6,3,2,0,41.080000000000005,FL,No
119,408,0,0,115,159.3,99,216.8,86,13.9,1,2,1,66.1,PA,No
162,408,0,26,144,218.1,129,212.3,105,9.3,8,1,1,51.6,NC,Yes
85,510,0,0,96,190.0,141,144.0,116,10.9,3,5,1,47.28,MO,No
101,510,0,25,144,167.6,105,240.0,107,14.5,3,1,0,42.67,KS,Yes
172,415,0,0,85,253.1,71,221.6,113,5.9,6,0,0,52.43000000000001,KY,No
80,415,0,0,138,167.1,91,271.8,94,5.5,4,1,0,49.66,DE,No
67,510,0,0,134,142.3,76,91.2,86,10.9,5,2,0,33.59,WI,No
86,408,0,0,106,301.7,44,139.4,108,9.7,5,1,0,57.47,CO,No
107,415,0,0,101,286.0,111,249.4,117,12.1,4,1,1,65.36999999999999,NM,No
133,510,0,0,102,264.7,90,111.7,103,11.2,7,0,0,67.30999999999999,DE,No
116,510,0,0,110,270.6,103,230.4,109,8.0,3,0,0,53.14,IL,No
63,408,0,0,107,271.7,77,203.3,108,7.4,7,0,0,61.08,WA,No
119,408,1,16,103,160.1,96,184.0,120,7.7,2,0,1,40.71,MA,Yes
133,408,1,0,103,252.2,80,178.1,103,8.0,3,0,1,66.89999999999999,OH,No
94,408,1,0,113,271.8,94,110.7,78,8.7,4,1,0,54.370000000000005,TN,No
69,510,0,0,91,261.5,57,203.8,90,11.4,5,0,0,58.48,MA,No
146,408,0,0,83,187.1,130,149.8,100,7.9,4,7,1,43.41,MI,No
119,510,0,0,75,253.8,114,213.1,125,8.9,1,2,1,37.89,TX,No
142,408,1,25,109,149.6,120,227.8,60,9.8,3,0,0,47.86,NH,Yes
123,408,0,0,115,224.4,86,197.4,60,8.3,2,3,0,56.48,MD,No
101,408,0,0,156,273.0,106,278.2,93,13.5,8,1,1,67.49000000000001,MS,No
43,415,0,0,97,252.7,126,227.5,114,8.0,5,0,0,54.120000000000005,AZ,No
69,408,0,0,91,219.1,88,243.6,107,5.5,5,0,0,51.61000000000001,IN,No
15,510,1,0,80,123.9,76,323.5,88,8.1,3,2,0,36.76,NY,No
107,510,0,25,91,119.3,115,194.3,83,12.0,1,1,0,55.64,WI,Yes
67,510,0,0,131,252.4,107,185.4,104,4.9,3,2,0,48.7,WV,No
99,415,0,0,102,230.9,87,181.5,86,11.4,7,1,0,47.46,NY,No
46,415,0,0,116,196.2,153,236.1,119,8.1,1,1,0,46.78,OK,No
55,408,1,0,115,165.4,97,235.4,117,9.7,4,1,0,54.25,NC,No
39,415,0,0,126,232.1,117,204.4,123,11.5,2,1,1,73.06,KY,No
92,510,0,0,98,174.9,143,201.6,135,9.4,7,2,0,41.18,TX,No
56,415,0,0,99,149.1,78,255.5,115,14.8,1,4,1,44.26,CT,No
76,415,0,0,97,236.4,95,235.5,105,7.7,2,0,1,68.53,NE,No
132,408,1,33,75,226.6,67,198.8,91,12.9,3,2,0,56.79,HI,Yes
140,510,0,28,77,172.4,97,184.5,94,11.1,9,1,0,44.36,SC,Yes
51,510,1,12,60,200.6,134,192.4,98,12.3,7,2,0,43.46,AK,Yes
27,408,0,0,110,231.9,92,164.7,85,12.7,6,1,0,63.38,SD,No
224,510,0,0,133,175.0,66,217.2,106,5.5,6,3,0,35.31,ID,No
105,510,1,28,89,107.1,114,167.7,95,14.7,3,0,1,39.61,OK,Yes
117,408,0,0,93,282.8,56,84.8,118,12.0,4,2,0,59.77,WA,No
91,415,0,0,123,141.1,127,171.5,76,10.3,15,1,1,40.78,SD,No
135,415,0,0,123,242.8,64,85.8,80,10.3,3,4,0,60.620000000000005,OH,No
146,415,0,0,101,134.9,77,310.5,83,10.3,2,3,0,49.17,VA,No
147,415,1,0,111,184.9,98,143.2,146,9.9,1,0,1,56.67,WI,No
68,510,0,0,127,254.5,118,273.2,98,8.9,6,2,1,66.51,IN,No
68,408,0,0,89,137.0,109,256.3,107,10.2,5,3,0,36.77,NM,No
86,408,0,21,99,165.6,100,208.0,120,10.1,9,0,0,50.45,HI,Yes
131,415,0,0,129,210.2,107,257.2,93,9.9,5,1,0,48.85,KY,No
86,415,0,29,79,187.1,112,281.1,112,12.9,3,1,0,57.7,OH,Yes
159,415,0,0,103,189.5,108,223.9,93,7.4,5,2,1,65.0,VT,No
134,415,0,40,105,88.6,61,290.0,96,10.8,6,1,0,34.74,AZ,Yes
113,510,0,0,113,256.0,80,211.0,87,9.9,1,1,0,59.650000000000006,VT,No
132,408,0,0,100,211.2,118,196.2,122,10.2,6,1,0,55.75,MO,No
85,415,0,0,66,195.8,76,221.6,82,11.2,7,1,0,55.41,AL,No
93,510,1,38,117,119.6,122,193.2,125,14.0,7,1,1,52.32,NJ,Yes
174,408,0,33,91,205.3,91,130.0,132,14.5,4,4,1,49.900000000000006,WA,Yes
61,415,0,0,118,152.2,96,221.0,93,7.0,3,2,0,48.44,NY,No
91,415,0,39,105,65.2,116,144.4,92,10.9,4,1,0,37.35,DC,Yes
88,408,0,28,104,237.3,105,211.6,116,9.8,1,2,0,55.22,NE,Yes
88,408,0,45,140,153.3,101,309.2,123,12.8,3,2,0,30.14,MA,Yes
195,415,0,36,110,225.1,88,201.7,89,12.1,2,0,0,61.79,VT,Yes
182,415,0,0,114,230.3,109,256.7,96,6.5,4,0,0,33.09,NM,No
118,408,0,0,60,217.4,64,220.1,100,8.2,7,4,0,52.79,CO,No
103,408,0,0,125,169.1,126,221.2,104,10.4,8,8,1,42.78,NH,No
65,510,0,0,89,139.5,88,187.4,102,5.5,4,2,0,45.99,IL,No
61,408,0,25,78,113.2,112,134.1,118,9.9,3,3,0,40.12,UT,Yes
172,415,0,0,100,198.7,101,301.7,136,6.5,9,1,0,54.64,WV,No
72,415,0,0,103,132.3,120,242.9,96,11.8,3,1,0,44.28,NJ,No
113,510,0,0,120,200.1,85,266.7,105,11.0,3,2,0,45.5,NM,No
177,408,0,0,99,176.3,117,225.9,112,14.2,2,1,0,51.04,ND,No
100,408,0,0,94,215.6,102,230.8,125,9.5,1,6,1,32.94,WA,No
67,415,0,0,102,190.7,95,214.5,106,8.6,6,1,0,55.17,NM,No
136,415,0,0,105,202.8,99,136.2,119,9.4,6,3,0,37.07,DE,No
71,415,0,0,132,126.8,119,182.4,87,9.7,8,4,0,57.33,GA,No
134,408,0,0,126,152.9,115,318.3,115,11.8,6,1,0,57.4,HI,No
124,415,0,0,82,284.3,119,305.5,101,11.3,2,1,0,49.63,CT,No
84,415,0,0,102,197.7,141,247.5,102,9.8,6,2,0,51.78,NJ,No
39,408,0,0,104,204.2,112,196.2,92,9.8,4,2,0,46.21,ME,No
110,510,0,0,127,90.5,118,150.3,64,15.3,3,3,0,43.78,OK,No
102,510,0,0,70,275.0,129,141.1,92,11.2,5,1,0,43.93,TN,No
70,415,0,0,130,159.5,130,260.6,96,11.6,4,0,0,46.510000000000005,WY,No
142,415,0,0,93,209.1,98,214.0,96,10.9,1,1,0,45.42999999999999,NY,No
81,510,1,0,85,187.9,50,120.3,131,7.8,5,1,0,60.68,DE,No
17,415,0,0,123,214.2,81,315.0,106,8.6,5,1,0,47.99,RI,No
119,408,0,0,101,256.5,68,229.1,89,10.0,2,1,1,68.72,PA,No
105,415,0,0,124,301.5,96,202.8,109,8.7,3,0,1,75.8,HI,No
108,415,1,42,90,167.0,128,244.7,80,13.6,5,3,1,39.99,MD,Yes
90,415,0,0,118,113.3,134,188.6,105,11.4,3,2,0,30.05,VA,No
100,415,0,33,104,155.0,144,99.0,117,12.1,4,1,0,53.63,IN,Yes
155,408,0,30,86,188.4,91,254.4,85,6.8,6,1,0,39.7,OR,Yes
113,510,0,0,100,227.1,67,178.1,135,9.2,4,2,1,43.66,AZ,No
123,415,0,0,92,162.6,76,250.3,101,8.7,4,1,0,45.440000000000005,WI,No
145,408,0,0,124,126.0,86,289.2,135,7.6,3,1,0,46.62,VA,No
42,415,0,0,98,200.5,93,279.2,91,8.8,3,2,0,50.79,MO,No
125,510,0,0,99,175.6,107,243.3,92,10.9,7,0,0,46.53,NV,No
131,415,0,30,118,205.3,81,218.2,90,6.7,3,1,0,48.84,HI,Yes
107,415,0,0,65,257.4,80,107.3,88,8.5,3,1,0,63.35,WA,No
48,408,0,0,73,202.8,115,146.4,73,5.1,5,1,0,52.31,IL,No
76,510,0,0,96,211.6,100,230.6,100,8.0,4,0,0,51.78999999999999,IL,No
128,415,0,0,105,243.0,106,255.2,114,6.8,2,1,0,47.75,LA,No
73,415,0,0,109,268.8,83,181.5,91,10.0,8,0,0,52.260000000000005,WI,No
52,415,0,0,110,133.4,104,176.1,84,7.0,4,4,1,39.58,TX,No
126,415,1,26,123,176.5,114,154.5,102,9.6,7,1,0,39.57000000000001,MI,Yes
124,415,0,0,77,182.0,123,218.2,127,6.1,6,1,0,49.17,NC,No
137,408,0,0,120,225.3,100,221.6,130,11.1,5,0,0,57.65,WA,No
71,510,0,0,82,278.5,94,193.1,134,11.8,10,0,1,67.32,ND,No
139,415,0,0,103,206.9,108,193.9,70,5.6,4,0,0,54.99,NE,No
107,510,0,30,87,207.0,90,159.8,76,12.6,4,3,0,54.81,MS,Yes
147,408,0,0,79,204.1,91,156.2,113,10.2,2,1,0,56.28,KY,No
116,510,0,0,126,120.0,94,130.3,64,12.4,2,3,0,36.91,RI,No
60,510,0,31,75,267.8,135,200.5,62,12.8,3,2,0,58.830000000000005,NY,Yes
38,510,0,0,92,49.2,78,163.3,93,13.9,11,0,0,33.26,TX,No
63,408,0,0,118,249.6,90,162.2,84,11.1,4,3,0,44.13,DE,No
94,415,0,0,79,241.9,152,252.1,92,10.4,3,3,0,41.73,NM,No
131,415,0,0,133,199.4,116,142.7,105,10.1,5,0,0,38.85999999999999,RI,No
158,510,0,0,105,188.3,88,188.3,98,11.0,6,1,0,48.88,MS,No
139,510,0,0,109,169.9,107,212.3,118,11.1,2,1,1,57.66,NY,No
77,415,0,0,102,184.9,144,234.3,89,2.0,7,1,0,45.06,NE,No
140,415,0,0,79,246.2,99,172.1,124,9.4,10,3,0,45.5,WI,No
72,408,0,0,97,184.7,105,174.1,94,8.0,6,1,0,47.97,KY,No
52,510,0,20,63,184.1,123,272.9,107,13.5,2,1,0,41.96,SD,Yes
103,510,0,0,121,212.9,123,208.2,73,13.0,3,5,0,50.14,VA,No
74,415,0,32,107,310.6,115,234.7,92,9.0,4,1,0,58.51,KS,Yes
124,415,0,0,101,255.9,112,136.7,62,12.5,4,2,0,50.68,ND,No
85,510,0,21,110,239.7,108,149.5,80,6.3,1,5,0,70.21000000000001,CO,Yes
113,408,0,20,83,161.5,56,271.5,100,8.7,2,5,1,42.91,KY,Yes
71,408,0,0,132,149.1,90,171.4,72,7.0,2,2,0,38.56,WA,No
177,415,0,27,106,196.1,78,215.4,108,10.4,2,1,0,58.61000000000001,NV,Yes
49,415,1,0,92,208.9,119,167.8,86,15.6,6,2,1,62.4,SC,No
106,510,1,0,84,168.5,61,164.0,102,13.3,3,3,1,52.59,RI,No
60,510,0,0,106,178.6,48,202.7,90,7.4,3,1,0,54.77,ID,No
43,408,0,0,93,142.6,60,314.1,144,12.7,2,4,0,45.67,KY,No
66,510,0,0,133,248.1,99,214.4,122,5.3,5,1,0,42.58,ME,No
125,415,0,0,73,255.6,85,192.9,95,15.7,4,0,0,53.82,SD,No
114,510,0,4,96,230.4,88,223.7,85,9.4,3,3,0,46.13999999999999,SC,Yes
112,415,0,0,119,226.1,94,159.1,94,16.4,5,3,1,69.97999999999999,TN,No
101,408,0,16,112,228.3,97,180.1,111,8.2,5,2,0,41.830000000000005,MT,Yes
70,415,0,0,100,136.4,83,156.6,89,12.1,1,0,0,16.2,WI,No
59,408,0,0,96,167.2,123,138.6,106,10.2,4,0,0,44.08,AK,No
59,408,0,0,70,185.7,98,212.5,128,12.1,2,1,0,44.580000000000005,AZ,No
124,415,0,30,35,262.3,101,226.5,82,12.0,7,2,0,50.11000000000001,MT,Yes
99,415,0,0,88,210.9,98,229.9,125,12.4,4,2,0,45.2,DE,No
150,510,0,0,123,216.8,83,179.4,107,12.6,3,1,0,50.59,VA,No
81,510,0,0,77,148.5,87,183.9,100,7.6,3,2,0,52.21,MA,No
86,510,0,0,96,266.3,77,214.0,110,4.5,3,0,0,60.63,IN,No
84,510,0,0,96,157.6,94,98.2,70,10.6,7,0,0,45.08,MD,No
118,510,0,35,119,258.1,91,215.5,130,11.7,1,1,0,68.67,NV,Yes
89,415,0,0,128,299.8,92,185.3,120,7.6,3,1,0,58.08,CO,No
93,415,0,0,120,130.1,84,165.8,63,13.1,6,3,0,59.82,KS,No
85,415,0,0,97,193.8,95,171.7,88,9.7,3,2,0,35.529999999999994,AR,No
160,408,0,0,116,194.6,95,159.0,54,10.9,9,0,0,33.54,WY,No
28,415,0,0,87,161.7,92,192.4,112,10.1,3,3,0,45.06,PA,No
